-2.371540069007761531e+01 1.499586217363665064e+01 1.414466956605294357e+01 -3.120735366079685047e+00 1.484220031104511506e+00 -1.406683561205192845e+01 -6.406754401777003949e+00 8.913191294351610061e-01 -2.594145376420787130e+00 -2.965627529083790237e-01
-9.477062606158540348e+00 9.107924058327494521e+00 -9.151175709678087689e-01 -8.896597491959148840e+00 4.283333960853038747e+00 -1.019656597467959225e+00 -3.656106968985294081e+00 9.475324655259349527e-01 -2.583944008031194617e+00 -2.318911236296416600e+00
2.414397518700627909e+00 -1.357360496118365845e+01 -1.710048081331293801e+01 -5.467914250086181482e+00 1.617616937743294514e+01 1.151833447323475035e+01 -3.368031657075792218e+00 -3.369392870924314387e+00 2.095623962348963421e+00 2.612156962271950711e+00
-1.665563991536058808e+01 1.216597094074986352e+01 -2.334856218336085920e+00 -8.104835339734728805e+00 9.178544050610808469e+00 -8.110877314299179019e+00 8.043567557450655769e+00 3.341722540253810880e+00 -8.093976143528454070e-01 -2.330292051980899171e+00
-5.712438073601833111e+01 -1.505756066547911054e+01 8.898114460087755972e+00 4.631262054961680086e-01 2.183010471867757207e+00 -1.344688160408272637e+01 -4.466106517995092950e+00 -5.433197254068235615e+00 2.765924087962448485e+00 1.130527664469975768e+00
8.477569627870506608e+00 1.386074878718208003e+00 -9.575940449170198931e+00 2.195274785902848524e+00 -5.435813878308791480e+00 -6.133898357496999632e-01 -1.989239068670510591e+00 1.901847789933301502e+00 -1.919502890938832307e+00 -2.976577103556010684e+00
3.685470707452794414e+01 -4.058617758393094022e+00 2.751301524866368808e+01 1.111601892322271024e+00 5.793627959959639639e-01 -1.885824549192974819e+00 -6.225753443153863032e-01 -9.151046046495296959e-01 2.477655843310850425e+00 -5.760279861120458200e+00
-3.120452816543284769e+00 9.303935746297286258e+00 -1.815325442774202713e+01 8.265700887779180661e+00 -2.299388482812571155e+01 -8.974200305151004642e+00 -6.833333591001478524e+00 -5.142214846443681431e+00 1.740269606684092141e+00 3.631676887909315532e+00
2.831416692628995868e+00 -5.870187085025223794e+00 -1.715850484799636178e+01 7.858481395982813922e+00 7.762154794844723149e+00 2.102933318396344120e+00 6.236368504304510729e+00 -2.780689277624323608e-01 4.668197326983513640e-01 9.709416863304715095e-02
1.517219684325376079e+02 -8.978861170563262606e-03 -2.304917184432002841e+01 -3.091477064747626624e+00 1.164567005670566591e+00 -6.663316349183157072e+00 2.033222452825486082e-01 -5.655397006455942233e+00 4.674081412499232258e+00 3.192716691091542991e+00
-1.166221952711584287e+01 9.300758304970116797e+00 -1.307501532438700487e+01 3.643505460147085095e+00 4.214595593448405175e+00 -1.056692592164100120e+01 -6.073248513824095696e+00 -5.764215417934334340e+00 5.293717808549212478e+00 2.197730022406242656e-01
-9.667877831739183137e+00 -3.486120313136171234e+01 -2.407649258173749018e+01 -8.196923259012766749e+00 5.275557417049974163e+00 -2.323957856624102813e+00 -4.225274901160717356e+00 3.037000643536515998e+00 4.325556608659404390e+00 -3.818598545138545575e+00
-2.786053139959557967e+01 -3.287302935635590728e+01 5.956072613711915764e-02 -1.355512431516274674e+01 3.030543030297861762e+00 5.411396743225200368e+00 1.883165706354833047e+00 4.227377133659748765e+00 -2.976212492244039165e+00 4.220586241967970942e+00
-3.785289592135286796e+01 -1.585164311228771084e+01 -6.130561888820661665e+00 5.749937579199462689e+00 -1.948847024433028041e+00 6.135858988230174837e+00 -3.323313824682412765e+00 5.052279991342893517e+00 -4.211983920451618069e+00 -2.400646766131045773e+00
-2.211685017887235816e+01 -2.025872174977674689e+01 2.890807544209797442e+01 6.348145777262041989e-01 -5.512656055362565866e+00 -1.793183843452670345e+00 -3.927415154490875970e+00 -9.022492917357668674e+00 1.795855492306102086e+00 2.158791673123618970e+00
-4.278693507030170196e+01 1.452603835825812872e+00 -3.400563137956589266e+00 9.736820351513357785e-01 -3.438943518486073270e+00 6.840870759191770567e-01 2.203661678391515277e+00 4.121265418350589904e+00 -4.747697124170403349e+00 3.221007630901466801e+00
2.247453734286977678e+01 2.899061988673818391e+01 -2.579784235550321370e+01 -7.190708322477306957e+00 2.182435673401772025e+00 3.181346958813120462e+00 -2.989651321862466737e+00 7.948717866754775319e-01 5.514628081035588103e+00 -2.124069197835662504e+00
-3.018566609190194150e+00 -2.907082821486318025e+01 1.591010518554157827e+01 1.424934582756550405e+01 1.882454841012501845e+01 -6.943583744589215456e+00 4.886112549378527348e+00 2.745502774318217654e+00 -4.390886417211200765e+00 3.955045829384475464e+00
1.974146580569965082e+01 -9.134595944886116925e+00 2.735770501211542438e+01 1.775734749432989545e+01 5.518754369819661498e+00 1.019824666089589194e+01 -3.264066868879019978e+00 -2.551856812305390854e+00 4.948289459994341222e+00 -1.239048627170585615e+00
2.883588893551009491e+01 -4.521782245139651657e+00 -2.323158901393833276e+01 -4.639296919763986615e+00 6.462665753321765294e+00 4.632023039169458123e+00 -7.391980348795163636e+00 2.320229318364269044e+00 -9.944395354481921911e-02 1.732410311917078616e+00
7.382057500834102370e+01 3.282973996604962963e+01 -3.442753905174696882e+01 2.676483710911626623e+00 -2.847936543311941016e+00 -1.800601642694915228e+01 2.807895704107070678e+00 -5.631045413156111401e+00 5.885467834359729977e+00 -2.533184695547777698e-01
-2.800891092242570934e+01 2.609035034155551713e+00 7.633505765060032644e+00 7.366638158140530024e+00 -1.060450622614750493e+01 3.880346492753045329e+00 -6.317234996631654331e-01 -4.180444412429603629e-01 1.049250430422601799e+00 -5.915407326779893893e+00
7.575628177604402103e-01 -8.601165336064545031e+00 -1.009319441649863514e+01 1.299565963752632314e+01 3.588548014910132977e+00 3.058483826327350386e+00 -1.416420709447418602e+00 2.894380630219212658e-01 -9.093035019530533170e-01 -6.094370945240279447e+00
5.452020183215763183e+01 -2.631952682440727287e+01 -1.180387422136788622e+01 4.757875376832268799e+00 -4.096064031368037206e+00 1.409781436223463302e+00 -4.114423736108350660e+00 5.735359246057348592e+00 7.204480649182427865e-02 3.427591491219716957e+00
